Identifier	ScientificName	Parent TaxonID	Kingdom	Phylum	Class	Order	Family	Genus	TaxonRank	FurtherInformationURL	TaxonomicStatus	TaxonRemarks	NamePublishedIn	ReferenceID
Iryanthera hostmannii	Iryanthera hostmannii		Plantae				Myristicaceae		species					
Iryanthera juruensis	Iryanthera juruensis		Plantae				Myristicaceae		species					
Iryanthera laevis	Iryanthera laevis		Plantae				Myristicaceae		species					
Iryanthera lanceifolia	Iryanthera lanceifolia		Plantae				Myristicaceae		species					
Iryanthera lancifolia	Iryanthera lancifolia		Plantae				Myristicaceae		species					
Iryanthera paraensis	Iryanthera paraensis		Plantae				Myristicaceae		species					
Iryanthera sagotiana	Iryanthera sagotiana		Plantae				Myristicaceae		species					
Iryanthera tricornis	Iryanthera tricornis		Plantae				Myristicaceae		species					
Iryanthera ulei	Iryanthera ulei		Plantae				Myristicaceae		species					
Isertia coccinea	Isertia coccinea		Plantae				Rubiaceae		species					
Isertia hypoleuca	Isertia hypoleuca		Plantae				Rubiaceae		species					
Isertia laevis	Isertia laevis		Plantae				Rubiaceae		species					
Isoberlinia doka	Isoberlinia doka		Plantae				Fabaceae		species					
Isoberlinia scheffieri	Isoberlinia scheffieri		Plantae				Fabaceae		species					
Isoberlinia scheffleri	Isoberlinia scheffleri		Plantae				Fabaceae		species					
Isoberlinia schefflerii	Isoberlinia schefflerii		Plantae				Fabaceae		species					
Isoberlinia tomentosa	Isoberlinia tomentosa		Plantae				Fabaceae		species					
Isonandra lanceolata	Isonandra lanceolata		Plantae				Sapotaceae		species					
Itoa stapfii	Itoa stapfii		Plantae				Salicaceae		species					
Ixonanthes chinensis	Ixonanthes chinensis		Plantae				Ixonanthaceae		species					
Ixonanthes grandiflora	Ixonanthes grandiflora		Plantae				Ixonanthaceae		species					
Ixonanthes icosandra	Ixonanthes icosandra		Plantae				Ixonanthaceae		species					
Ixonanthes petiolaris	Ixonanthes petiolaris		Plantae				Ixonanthaceae		species					
Ixonanthes reticulata	Ixonanthes reticulata		Plantae				Ixonanthaceae		species					
Ixora arborea	Ixora arborea		Plantae				Rubiaceae		species					
Ixora blumei	Ixora blumei		Plantae				Rubiaceae		species					
Ixora gardneriana	Ixora gardneriana		Plantae				Rubiaceae		species					
Ixora grandifolia	Ixora grandifolia		Plantae				Rubiaceae		species					
Ixora makassarica	Ixora makassarica		Plantae				Rubiaceae		species					
Ixora parviflora	Ixora parviflora		Plantae				Rubiaceae		species					
Ixora simalurensis	Ixora simalurensis		Plantae				Rubiaceae		species					
Jacaranda acutifolia	Jacaranda acutifolia		Plantae				Bignoniaceae		species					
Jacaranda brasiliana	Jacaranda brasiliana		Plantae				Bignoniaceae		species					
Jacaranda copaia	Jacaranda copaia		Plantae				Bignoniaceae		species					
Jacaranda filicifolia	Jacaranda filicifolia		Plantae				Bignoniaceae		species					
Jacaranda hesperia	Jacaranda hesperia		Plantae				Bignoniaceae		species					
Jacaranda micrantha	Jacaranda micrantha		Plantae				Bignoniaceae		species					
Jacaranda mimosifolia	Jacaranda mimosifolia		Plantae				Bignoniaceae		species					
Jacaranda obtusifolia	Jacaranda obtusifolia		Plantae				Bignoniaceae		species					
Jacaranda puberula	Jacaranda puberula		Plantae				Bignoniaceae		species					
Jacaranda rhombifolia	Jacaranda rhombifolia		Plantae				Bignoniaceae		species					
Jacaratia digitata	Jacaratia digitata		Plantae				Caricaceae		species					
Jackiopsis ornata	Jackiopsis ornata		Plantae				Rubiaceae		species					
Jacquinia caracasana	Jacquinia caracasana		Plantae				Theophrastaceae		species					
Jacquinia pungens	Jacquinia pungens		Plantae				Theophrastaceae		species					
Jagera pseudorhus	Jagera pseudorhus		Plantae				Sapindaceae		species					
Jatropha chamelensis	Jatropha chamelensis		Plantae				Euphorbiaceae		species					
Jatropha curcas	Jatropha curcas		Plantae				Euphorbiaceae		species					
Jatropha malacophylla	Jatropha malacophylla		Plantae				Euphorbiaceae		species					
Jatropha platyphylla	Jatropha platyphylla		Plantae				Euphorbiaceae		species					
Joannesia heveoides	Joannesia heveoides		Plantae				Euphorbiaceae		species					
Joannesia princeps	Joannesia princeps		Plantae				Euphorbiaceae		species					
Juglans ailanthifolia	Juglans ailanthifolia		Plantae				Juglandaceae		species					
Juglans australis	Juglans australis		Plantae				Juglandaceae		species					
Juglans cathayensis	Juglans cathayensis		Plantae				Juglandaceae		species					
Juglans cinerea	Juglans cinerea		Plantae				Juglandaceae		species					
Juglans fallax	Juglans fallax		Plantae				Juglandaceae		species					
Juglans mandshurica	Juglans mandshurica		Plantae				Juglandaceae		species					
Juglans microcarpa	Juglans microcarpa		Plantae				Juglandaceae		species					
Juglans neotropica	Juglans neotropica		Plantae				Juglandaceae		species					
Juglans nigra	Juglans nigra		Plantae				Juglandaceae		species					
Juglans regia	Juglans regia		Plantae				Juglandaceae		species					
Julbernardia bifoliolata	Julbernardia bifoliolata		Plantae				Fabaceae		species					
Julbernardia globiflora	Julbernardia globiflora		Plantae				Fabaceae		species					
Julbernardia pellegriniana	Julbernardia pellegriniana		Plantae				Fabaceae		species					
Julbernardia seretii	Julbernardia seretii		Plantae				Fabaceae		species					
Juniperus cedrus	Juniperus cedrus		Plantae				Cupressaceae		species					
Juniperus chinensis	Juniperus chinensis		Plantae				Cupressaceae		species					
Juniperus communis	Juniperus communis		Plantae				Cupressaceae		species					
Juniperus deppeana	Juniperus deppeana		Plantae				Cupressaceae		species					
Juniperus phoenicea	Juniperus phoenicea		Plantae				Cupressaceae		species					
Juniperus silicicola	Juniperus silicicola		Plantae				Cupressaceae		species					
Juniperus thurifera	Juniperus thurifera		Plantae				Cupressaceae		species					
Juniperus virginiana	Juniperus virginiana		Plantae				Cupressaceae		species					
Kalappia celebica	Kalappia celebica		Plantae				Fabaceae		species					
Kalmia latifolia	Kalmia latifolia		Plantae				Ericaceae		species					
Kalopanax septemlobus	Kalopanax septemlobus		Plantae				Araliaceae		species					
Kandelia candel	Kandelia candel		Plantae				Rhizophoraceae		species					
Kandelia rheedei	Kandelia rheedei		Plantae				Rhizophoraceae		species					
Kaunia saltensis	Kaunia saltensis		Plantae				Asteraceae		species					
Kayea assamica	Kayea assamica		Plantae				Clusiaceae		species					
Kayea elegans	Kayea elegans		Plantae				Clusiaceae		species					
Kayea floribunda	Kayea floribunda		Plantae				Clusiaceae		species					
Kayea grandis	Kayea grandis		Plantae				Clusiaceae		species					
Kayea racemosa	Kayea racemosa		Plantae				Clusiaceae		species					
Kayea wrayi	Kayea wrayi		Plantae				Clusiaceae		species					
Keteleeria calcarea	Keteleeria calcarea		Plantae				Pinaceae		species					
Keteleeria davidiana	Keteleeria davidiana		Plantae				Pinaceae		species					
Keteleeria evelyniana	Keteleeria evelyniana		Plantae				Pinaceae		species					
Keteleeria fortunei	Keteleeria fortunei		Plantae				Pinaceae		species					
Keteleeria pubescens	Keteleeria pubescens		Plantae				Pinaceae		species					
Khaya anthotheca	Khaya anthotheca		Plantae				Meliaceae		species					
Khaya grandifoliola	Khaya grandifoliola		Plantae				Meliaceae		species					
Khaya ivorensis	Khaya ivorensis		Plantae				Meliaceae		species					
Khaya senegalensis	Khaya senegalensis		Plantae				Meliaceae		species					
Kibara coriacea	Kibara coriacea		Plantae				Monimiaceae		species					
Kibatalia arborea	Kibatalia arborea		Plantae				Apocynaceae		species					
Kibatalia maingayi	Kibatalia maingayi		Plantae				Apocynaceae		species					
Kielmeyera lathrophyton	Kielmeyera lathrophyton		Plantae				Clusiaceae		species					
Kielmeyera marauensis	Kielmeyera marauensis		Plantae				Clusiaceae		species					
Kielmeyera rubriflora	Kielmeyera rubriflora		Plantae				Clusiaceae		species					
Kigelia africana	Kigelia africana		Plantae				Bignoniaceae		species					
Kigelia pinnata	Kigelia pinnata		Plantae				Bignoniaceae		species					
Kiggelaria africana	Kiggelaria africana		Plantae				Achariaceae		species					
Kingiodendron alternifolium	Kingiodendron alternifolium		Plantae				Fabaceae		species					
Kirkia acuminata	Kirkia acuminata		Plantae				Kirkiaceae		species					
Kjellbergiodendron celebicum	Kjellbergiodendron celebicum		Plantae				Myrtaceae		species					
Klainedoxa gabonensis	Klainedoxa gabonensis		Plantae				Irvingiaceae		species					
Klainedoxa latifolia	Klainedoxa latifolia		Plantae				Irvingiaceae		species					
Kleinhovia hospita	Kleinhovia hospita		Plantae				Malvaceae		species					
Knema conferta	Knema conferta		Plantae				Myristicaceae		species					
Knema corticosa	Knema corticosa		Plantae				Myristicaceae		species					
Knema furfuracea	Knema furfuracea		Plantae				Myristicaceae		species					
Knema geminata	Knema geminata		Plantae				Myristicaceae		species					
Knema glauca	Knema glauca		Plantae				Myristicaceae		species					
Knema glomerata	Knema glomerata		Plantae				Myristicaceae		species					
Knema hookeriana	Knema hookeriana		Plantae				Myristicaceae		species					
Knema krusemaniana	Knema krusemaniana		Plantae				Myristicaceae		species					
Knema latifolia	Knema latifolia		Plantae				Myristicaceae		species					
Knema laurina	Knema laurina		Plantae				Myristicaceae		species					
Knema lunduensis	Knema lunduensis		Plantae				Myristicaceae		species					
Knema malayana	Knema malayana		Plantae				Myristicaceae		species					
Knema mandaharan	Knema mandaharan		Plantae				Myristicaceae		species					
Knema missionis	Knema missionis		Plantae				Myristicaceae		species					
Knema oblongata	Knema oblongata		Plantae				Myristicaceae		species					
Knema pubiflora	Knema pubiflora		Plantae				Myristicaceae		species					
Knema stenophylla	Knema stenophylla		Plantae				Myristicaceae		species					
Knightia excelsa	Knightia excelsa		Plantae				Proteaceae		species					
Koelreuteria bipinnata	Koelreuteria bipinnata		Plantae				Sapindaceae		species					
Koelreuteria paniculata	Koelreuteria paniculata		Plantae				Sapindaceae		species					
Kokoona littoralis	Kokoona littoralis		Plantae				Celastraceae		species					
Kokoona reflexa	Kokoona reflexa		Plantae				Celastraceae		species					
Koompassia excelsa	Koompassia excelsa		Plantae				Fabaceae		species					
Koompassia malaccensis	Koompassia malaccensis		Plantae				Fabaceae		species					
Koordersiodendron pinnatum	Koordersiodendron pinnatum		Plantae				Anacardiaceae		species					
Kostermansia malayana	Kostermansia malayana		Plantae				Malvaceae		species					
Krugiodendron ferreum	Krugiodendron ferreum		Plantae				Rhamnaceae		species					
Kunzea ericoides	Kunzea ericoides		Plantae				Myrtaceae		species					
Kunzea pulchella	Kunzea pulchella		Plantae				Myrtaceae		species					
Kydia calycina	Kydia calycina		Plantae				Malvaceae		species					
Labramia louvelii	Labramia louvelii		Plantae				Sapotaceae		species					
Lacistema aggregatum	Lacistema aggregatum		Plantae				Lacistemataceae		species					
Lacistema grandifolium	Lacistema grandifolium		Plantae				Lacistemataceae		species					
Lacmellea floribunda	Lacmellea floribunda		Plantae				Apocynaceae		species					
Lacmellea lactescens	Lacmellea lactescens		Plantae				Apocynaceae		species					
Lacmellea panamensis	Lacmellea panamensis		Plantae				Apocynaceae		species					
Lacmellea utilis	Lacmellea utilis		Plantae				Apocynaceae		species					
Lacunaria coriacea	Lacunaria coriacea		Plantae				Quiinaceae		species					
Lacunaria crenata	Lacunaria crenata		Plantae				Quiinaceae		species					
Ladenbergia pavonii	Ladenbergia pavonii		Plantae				Rubiaceae		species					
Laetia corymbulosa	Laetia corymbulosa		Plantae				Salicaceae		species					
Laetia procera	Laetia procera		Plantae				Salicaceae		species					
Laetia suaveolens	Laetia suaveolens		Plantae				Salicaceae		species					
Laetia thamnia	Laetia thamnia		Plantae				Salicaceae		species					
Lafoensia glyptocarpa	Lafoensia glyptocarpa		Plantae				Lythraceae		species					
Lafoensia pacari	Lafoensia pacari		Plantae				Lythraceae		species					
Lafoensia punicifolia	Lafoensia punicifolia		Plantae				Lythraceae		species					
Lagarostrobos franklinii	Lagarostrobos franklinii		Plantae				Podocarpaceae		species					
Lagerstroemia angustifolia	Lagerstroemia angustifolia		Plantae				Lythraceae		species					
Lagerstroemia calyculata	Lagerstroemia calyculata		Plantae				Lythraceae		species					
Lagerstroemia duperreana	Lagerstroemia duperreana		Plantae				Lythraceae		species					
Lagerstroemia floribunda	Lagerstroemia floribunda		Plantae				Lythraceae		species					
Lagerstroemia flos-reginae	Lagerstroemia flos-reginae		Plantae				Lythraceae		species					
Lagerstroemia hypoleuca	Lagerstroemia hypoleuca		Plantae				Lythraceae		species					
Lagerstroemia lanceolata	Lagerstroemia lanceolata		Plantae				Lythraceae		species					
Lagerstroemia loudoni	Lagerstroemia loudoni		Plantae				Lythraceae		species					
Lagerstroemia macrocarpa	Lagerstroemia macrocarpa		Plantae				Lythraceae		species					
Lagerstroemia microcarpa	Lagerstroemia microcarpa		Plantae				Lythraceae		species					
Lagerstroemia ovalifolia	Lagerstroemia ovalifolia		Plantae				Lythraceae		species					
Lagerstroemia parviflora	Lagerstroemia parviflora		Plantae				Lythraceae		species					
Lagerstroemia speciosa	Lagerstroemia speciosa		Plantae				Lythraceae		species					
Lagerstroemia subcostata	Lagerstroemia subcostata		Plantae				Lythraceae		species					
Lagerstroemia thorelii	Lagerstroemia thorelii		Plantae				Lythraceae		species					
Lagerstroemia tomentosa	Lagerstroemia tomentosa		Plantae				Lythraceae		species					
Lagerstroemia villosa	Lagerstroemia villosa		Plantae				Lythraceae		species					
Laguncularia racemosa	Laguncularia racemosa		Plantae				Combretaceae		species					
Lannea coromandelica	Lannea coromandelica		Plantae				Anacardiaceae		species					
Lannea discolor	Lannea discolor		Plantae				Anacardiaceae		species					
Lannea schweinfurthii	Lannea schweinfurthii		Plantae				Anacardiaceae		species					
Lannea welwitschii	Lannea welwitschii		Plantae				Anacardiaceae		species					
Lansium cinereum	Lansium cinereum		Plantae				Meliaceae		species					
Lansium domesticum	Lansium domesticum		Plantae				Meliaceae		species					
Laplacea amboinensis	Laplacea amboinensis		Plantae				Theaceae		species					
Laplacea subintegerrima	Laplacea subintegerrima		Plantae				Theaceae		species					
Laportea peltata	Laportea peltata		Plantae				Urticaceae		species					
Larix chinensis	Larix chinensis		Plantae				Pinaceae		species					
Larix decidua	Larix decidua		Plantae				Pinaceae		species					
Larix eurolepis	Larix eurolepis		Plantae				Pinaceae		species					
Larix gmelini	Larix gmelini		Plantae				Pinaceae		species					
Larix kaempferi	Larix kaempferi		Plantae				Pinaceae		species					
Larix laricina	Larix laricina		Plantae				Pinaceae		species					
Larix leptolepis	Larix leptolepis		Plantae				Pinaceae		species					
Larix mastersiana	Larix mastersiana		Plantae				Pinaceae		species					
Larix occidentalis	Larix occidentalis		Plantae				Pinaceae		species					
Larix olgensis	Larix olgensis		Plantae				Pinaceae		species					
Larix potaninii	Larix potaninii		Plantae				Pinaceae		species					
Larix sibirica	Larix sibirica		Plantae				Pinaceae		species					
Larix speciosa	Larix speciosa		Plantae				Pinaceae		species					
Lasiodiscus usambarensis	Lasiodiscus usambarensis		Plantae				Rhamnaceae		species					
Laurelia novae-zelandiae	Laurelia novae-zelandiae		Plantae				Atherospermataceae		species					
Laurelia philippiana	Laurelia philippiana		Plantae				Atherospermataceae		species					
Laurelia serrata	Laurelia serrata		Plantae				Atherospermataceae		species					
Laurus canariensis	Laurus canariensis		Plantae				Lauraceae		species					
Laurus sassafras	Laurus sassafras		Plantae				Lauraceae		species					
Lecointea amazonica	Lecointea amazonica		Plantae				Fabaceae		species					
Lecomtedoxa klaineana	Lecomtedoxa klaineana		Plantae				Sapotaceae		species					
Lecythis ampla	Lecythis ampla		Plantae				Lecythidaceae		species					
Lecythis chartacea	Lecythis chartacea		Plantae				Lecythidaceae		species					
Lecythis confertiflora	Lecythis confertiflora		Plantae				Lecythidaceae		species					
Lecythis corrugata	Lecythis corrugata		Plantae				Lecythidaceae		species					
Lecythis gracieana	Lecythis gracieana		Plantae				Lecythidaceae		species					
Lecythis holcogyne	Lecythis holcogyne		Plantae				Lecythidaceae		species					
Lecythis idatimon	Lecythis idatimon		Plantae				Lecythidaceae		species					
Lecythis lanceolata	Lecythis lanceolata		Plantae				Lecythidaceae		species					
Lecythis latifolium	Lecythis latifolium		Plantae				Lecythidaceae		species					
Lecythis lurida	Lecythis lurida		Plantae				Lecythidaceae		species					
Lecythis ollaria	Lecythis ollaria		Plantae				Lecythidaceae		species					
Lecythis parvifructa	Lecythis parvifructa		Plantae				Lecythidaceae		species					
Lecythis persistens	Lecythis persistens		Plantae				Lecythidaceae		species					
Lecythis pisonis	Lecythis pisonis		Plantae				Lecythidaceae		species					
Lecythis poiteaui	Lecythis poiteaui		Plantae				Lecythidaceae		species					
Lecythis prancei	Lecythis prancei		Plantae				Lecythidaceae		species					
Lecythis tuyrana	Lecythis tuyrana		Plantae				Lecythidaceae		species					
Lecythis usitata	Lecythis usitata		Plantae				Lecythidaceae		species					
Lecythis zabucajo	Lecythis zabucajo		Plantae				Lecythidaceae		species					
Leea gigantea	Leea gigantea		Plantae				Vitaceae		species					
Leea indica	Leea indica		Plantae				Vitaceae		species					
Leonia crassa	Leonia crassa		Plantae				Violaceae		species					
Leonia cymosa	Leonia cymosa		Plantae				Violaceae		species					
Leonia glycycarpa	Leonia glycycarpa		Plantae				Violaceae		species					
Leopoldinia pulchra	Leopoldinia pulchra		Plantae				Arecaceae		species					
Lepechinia calycina	Lepechinia calycina		Plantae				Lamiaceae		species					
Lepidocordia punctata	Lepidocordia punctata		Plantae				Boraginaceae		species					
Lepiniopsis ternatensis	Lepiniopsis ternatensis		Plantae				Apocynaceae		species					
Lepionurus sylvestris	Lepionurus sylvestris		Plantae				Opiliaceae		species					
Lepisanthes amoena	Lepisanthes amoena		Plantae				Sapindaceae		species					
Lepisanthes rubiginosa	Lepisanthes rubiginosa		Plantae				Sapindaceae		species					
Lepisanthes senegalensis	Lepisanthes senegalensis		Plantae				Sapindaceae		species					
Lepisanthes tetraphylla	Lepisanthes tetraphylla		Plantae				Sapindaceae		species					
Leptolaena multiflora	Leptolaena multiflora		Plantae				Sarcolaenaceae		species					
Leptospermum amboinense	Leptospermum amboinense		Plantae				Myrtaceae		species					
Leptospermum flavescens	Leptospermum flavescens		Plantae				Myrtaceae		species					
Leptospermum lanigerum	Leptospermum lanigerum		Plantae				Myrtaceae		species					
Leptospermum scoparium	Leptospermum scoparium		Plantae				Myrtaceae		species					
Letestua durissima	Letestua durissima		Plantae				Sapotaceae		species					
Leucaena diversifolia	Leucaena diversifolia		Plantae				Fabaceae		species					
Leucaena lanceolata	Leucaena lanceolata		Plantae				Fabaceae		species					
Leucaena leucocephala	Leucaena leucocephala		Plantae				Fabaceae		species					
Leucaena pulverulenta	Leucaena pulverulenta		Plantae				Fabaceae		species					
Leucaena trichodes	Leucaena trichodes		Plantae				Fabaceae		species					
Levieria acuminata	Levieria acuminata		Plantae				Monimiaceae		species					
Libocedrus bidwillii	Libocedrus bidwillii		Plantae				Cupressaceae		species					
Libocedrus decurrens	Libocedrus decurrens		Plantae				Cupressaceae		species					
Libocedrus macrolepis	Libocedrus macrolepis		Plantae				Cupressaceae		species					
Libocedrus papuana	Libocedrus papuana		Plantae				Cupressaceae		species					
Librevillea klainei	Librevillea klainei		Plantae				Fabaceae		species					
Licania alba	Licania alba		Plantae				Chrysobalanaceae		species					
Licania apetala	Licania apetala		Plantae				Chrysobalanaceae		species					
Licania arborea	Licania arborea		Plantae				Chrysobalanaceae		species					
Licania brittoniana	Licania brittoniana		Plantae				Chrysobalanaceae		species					
Licania campestre	Licania campestre		Plantae				Chrysobalanaceae		species					
Licania canescens	Licania canescens		Plantae				Chrysobalanaceae		species					
Licania chocoensis	Licania chocoensis		Plantae				Chrysobalanaceae		species					
Licania coriacea	Licania coriacea		Plantae				Chrysobalanaceae		species					
Licania davillifolia	Licania davillifolia		Plantae				Chrysobalanaceae		species					
Licania densiflora	Licania densiflora		Plantae				Chrysobalanaceae		species					
Licania discolor	Licania discolor		Plantae				Chrysobalanaceae		species					
Licania divaricata	Licania divaricata		Plantae				Chrysobalanaceae		species					
Licania elata	Licania elata		Plantae				Chrysobalanaceae		species					
Licania elliptica	Licania elliptica		Plantae				Chrysobalanaceae		species					
Licania emarginata	Licania emarginata		Plantae				Chrysobalanaceae		species					
Licania fanshawei	Licania fanshawei		Plantae				Chrysobalanaceae		species					
Licania fuchsii	Licania fuchsii		Plantae				Chrysobalanaceae		species					
Licania gracilipes	Licania gracilipes		Plantae				Chrysobalanaceae		species					
Licania granvillei	Licania granvillei		Plantae				Chrysobalanaceae		species					
Licania heteromorpha	Licania heteromorpha		Plantae				Chrysobalanaceae		species					
Licania humilis	Licania humilis		Plantae				Chrysobalanaceae		species					
Licania hypoleuca	Licania hypoleuca		Plantae				Chrysobalanaceae		species					
Licania impressa	Licania impressa		Plantae				Chrysobalanaceae		species					
Licania incana	Licania incana		Plantae				Chrysobalanaceae		species					
Licania irwinii	Licania irwinii		Plantae				Chrysobalanaceae		species					
Licania jimenezii	Licania jimenezii		Plantae				Chrysobalanaceae		species					
Licania kunthiana	Licania kunthiana		Plantae				Chrysobalanaceae		species					
Licania laxiflora	Licania laxiflora		Plantae				Chrysobalanaceae		species					
Licania licaniiflora	Licania licaniiflora		Plantae				Chrysobalanaceae		species					
Licania macrophylla	Licania macrophylla		Plantae				Chrysobalanaceae		species					
Licania majuscula	Licania majuscula		Plantae				Chrysobalanaceae		species					
Licania membranacea	Licania membranacea		Plantae				Chrysobalanaceae		species					
Licania micrantha	Licania micrantha		Plantae				Chrysobalanaceae		species					
Licania minutiflora	Licania minutiflora		Plantae				Chrysobalanaceae		species					
Licania oblongifolia	Licania oblongifolia		Plantae				Chrysobalanaceae		species					
Licania octandra	Licania octandra		Plantae				Chrysobalanaceae		species					
Licania ovalifolia	Licania ovalifolia		Plantae				Chrysobalanaceae		species					
Licania pallida	Licania pallida		Plantae				Chrysobalanaceae		species					
Licania parviflora	Licania parviflora		Plantae				Chrysobalanaceae		species					
Licania parvifolia	Licania parvifolia		Plantae				Chrysobalanaceae		species					
Licania parvifructa	Licania parvifructa		Plantae				Chrysobalanaceae		species					
Licania platypus	Licania platypus		Plantae				Chrysobalanaceae		species					
Licania polita	Licania polita		Plantae				Chrysobalanaceae		species					
Licania robusta	Licania robusta		Plantae				Chrysobalanaceae		species					
Licania rodriguesii	Licania rodriguesii		Plantae				Chrysobalanaceae		species					
Licania sandwithii	Licania sandwithii		Plantae				Chrysobalanaceae		species					
Licania sothersiae	Licania sothersiae		Plantae				Chrysobalanaceae		species					
Licania sparsipilis	Licania sparsipilis		Plantae				Chrysobalanaceae		species					
Licania splendens	Licania splendens		Plantae				Chrysobalanaceae		species					
Licania subarachnophylla	Licania subarachnophylla		Plantae				Chrysobalanaceae		species					
Licania tomentosa	Licania tomentosa		Plantae				Chrysobalanaceae		species					
Licania unguiculata	Licania unguiculata		Plantae				Chrysobalanaceae		species					
Licania urceolaris	Licania urceolaris		Plantae				Chrysobalanaceae		species					
Licania venosa	Licania venosa		Plantae				Chrysobalanaceae		species					
Licaria aritu	Licaria aritu		Plantae				Lauraceae		species					
Licaria armeniaca	Licaria armeniaca		Plantae				Lauraceae		species					
Licaria campechiana	Licaria campechiana		Plantae				Lauraceae		species					
Licaria cannella	Licaria cannella		Plantae				Lauraceae		species					
Licaria cayennensis	Licaria cayennensis		Plantae				Lauraceae		species					
Licaria chrysophylla	Licaria chrysophylla		Plantae				Lauraceae		species					
Licaria guianensis	Licaria guianensis		Plantae				Lauraceae		species					
Licaria polyphylla	Licaria polyphylla		Plantae				Lauraceae		species					
Licaria rigida	Licaria rigida		Plantae				Lauraceae		species					
Licaria salicifolia	Licaria salicifolia		Plantae				Lauraceae		species					
Licaria subbullata	Licaria subbullata		Plantae				Lauraceae		species					
Licaria triandra	Licaria triandra		Plantae				Lauraceae		species					
Ligustrum lucidum	Ligustrum lucidum		Plantae				Oleaceae		species					
Ligustrum vulgare	Ligustrum vulgare		Plantae				Oleaceae		species					
Limonia acidissima	Limonia acidissima		Plantae				Rutaceae		species					
Limonia elephantum	Limonia elephantum		Plantae				Rutaceae		species					
Lindackeria paludosa	Lindackeria paludosa		Plantae				Salicaceae		species					
Lindera assamica	Lindera assamica		Plantae				Lauraceae		species					
Lindera kwangtungensis	Lindera kwangtungensis		Plantae				Lauraceae		species					
Lindera polyantha	Lindera polyantha		Plantae				Lauraceae		species					
Lindera subumbelliflora	Lindera subumbelliflora		Plantae				Lauraceae		species					
Lindsayomyrtus racemoides	Lindsayomyrtus racemoides		Plantae				Myrtaceae		species					
Linospadix minor	Linospadix minor		Plantae				Arecaceae		species					
Lippia mcvaughi	Lippia mcvaughi		Plantae				Verbenaceae		species					
Liquidambar acalycina	Liquidambar acalycina		Plantae				Altingiaceae		species					
Liquidambar formosana	Liquidambar formosana		Plantae				Altingiaceae		species					
Liquidambar styraciflua	Liquidambar styraciflua		Plantae				Altingiaceae		species					
Liriodendron chinense	Liriodendron chinense		Plantae				Magnoliaceae		species					
Liriodendron tulipifera	Liriodendron tulipifera		Plantae				Magnoliaceae		species					
Litchi chinensis	Litchi chinensis		Plantae				Sapindaceae		species					
Litchi longan	Litchi longan		Plantae				Sapindaceae		species					
Lithocarpus amygdalifolia	Lithocarpus amygdalifolia		Plantae				Fagaceae		species					
Lithocarpus amygdalifolius	Lithocarpus amygdalifolius		Plantae				Fagaceae		species					
Lithocarpus bennettii	Lithocarpus bennettii		Plantae				Fagaceae		species					
Lithocarpus blumeanus	Lithocarpus blumeanus		Plantae				Fagaceae		species					
Lithocarpus celebica	Lithocarpus celebica		Plantae				Fagaceae		species					
Lithocarpus chrysocomus	Lithocarpus chrysocomus		Plantae				Fagaceae		species					
Lithocarpus confragosus	Lithocarpus confragosus		Plantae				Fagaceae		species					
Lithocarpus conocarpa	Lithocarpus conocarpa		Plantae				Fagaceae		species					
Lithocarpus cooperta	Lithocarpus cooperta		Plantae				Fagaceae		species					
Lithocarpus corneus	Lithocarpus corneus		Plantae				Fagaceae		species					
Lithocarpus daphnoideus	Lithocarpus daphnoideus		Plantae				Fagaceae		species					
Lithocarpus dealbata	Lithocarpus dealbata		Plantae				Fagaceae		species					
Lithocarpus dealbatus	Lithocarpus dealbatus		Plantae				Fagaceae		species					
Lithocarpus densiflorus	Lithocarpus densiflorus		Plantae				Fagaceae		species					
Lithocarpus elegans	Lithocarpus elegans		Plantae				Fagaceae		species					
Lithocarpus encleisocarpus	Lithocarpus encleisocarpus		Plantae				Fagaceae		species					
Lithocarpus fissus	Lithocarpus fissus		Plantae				Fagaceae		species					
Lithocarpus glaber	Lithocarpus glaber		Plantae				Fagaceae		species					
Lithocarpus gracilis	Lithocarpus gracilis		Plantae				Fagaceae		species					
Lithocarpus handelianus	Lithocarpus handelianus		Plantae				Fagaceae		species					
Lithocarpus hemisphaericus	Lithocarpus hemisphaericus		Plantae				Fagaceae		species					
Lithocarpus hystrix	Lithocarpus hystrix		Plantae				Fagaceae		species					
Lithocarpus induta	Lithocarpus induta		Plantae				Fagaceae		species					
Lithocarpus javensis	Lithocarpus javensis		Plantae				Fagaceae		species					
Lithocarpus kingianus	Lithocarpus kingianus		Plantae				Fagaceae		species					
Lithocarpus korthalsii	Lithocarpus korthalsii		Plantae				Fagaceae		species					
Lithocarpus kunstleri	Lithocarpus kunstleri		Plantae				Fagaceae		species					
Lithocarpus lampadarius	Lithocarpus lampadarius		Plantae				Fagaceae		species					
Lithocarpus longipedicellatus	Lithocarpus longipedicellatus		Plantae				Fagaceae		species					
Lithocarpus lucida	Lithocarpus lucida		Plantae				Fagaceae		species					
Lithocarpus maingayi	Lithocarpus maingayi		Plantae				Fagaceae		species					
Lithocarpus megacarpus	Lithocarpus megacarpus		Plantae				Fagaceae		species					
Lithocarpus mucronatus	Lithocarpus mucronatus		Plantae				Fagaceae		species					
Lithocarpus omalokos	Lithocarpus omalokos		Plantae				Fagaceae		species					
Lithocarpus perclusus	Lithocarpus perclusus		Plantae				Fagaceae		species					
